Platform ID No.,Platform,Prg No.,Pass dur. (s),Msg Date,Sat.,Alarm,Format name,Loc. date,Longitude,Latitude,Altitude,Heading,Speed,Loc. quality,Frequency,Long. 1,Lat. sol. 1,Long. 2,Lat. sol. 2,Loc. idx,Nopc,Comp.,Msg,> - 120 DB,Best level,Delta freq.,Error radius,Semi-major axis,Semi-minor axis,Ellipse orientation,GDOP,SENSOR 01,SENSOR 02,SENSOR 03,SENSOR 04,SENSOR 05,SENSOR 06,SENSOR 07
34403,,6298,0,09-08-2017 09:46:45,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:46:45,22.20344,44.73958,0.813,,,B,401663582.54,22.20344,44.73958,22.20344,44.73958,8,2,1,1,0,-128,663582.5,23100,42867,12447,107,5971,03,07,25,21,ED,B2,48
34407,,6298,359,09-08-2017 09:47:30,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:48:47,22.34394,44.6883,0.128,,,1,401663963.52,22.34394,44.6883,22.34394,44.6883,58,2,1,4,1,-118,663963.5,510,709,366,72,278,00,01,89,88,BA,5C,4E
34406,,6298,360,09-08-2017 09:47:38,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:48:24,22.33814,44.69028,0.179,,,2,401663994.82,22.33814,44.69028,22.33814,44.69028,58,2,1,5,0,-120,663994.8,429,581,316,69,257,00,01,85,84,86,9E,0C
34400,,6298,294,09-08-2017 09:48:00,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:48:18,22.33516,44.69779,0.222,,,A,401663733.71,22.33516,44.69779,22.33516,44.69779,8,2,1,3,0,-120,663733.7,533,777,365,96,298,00,81,FB,FA,B4,47,45
34407,,6298,359,09-08-2017 09:50:34,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:48:47,22.34394,44.6883,0.128,,,1,401663963.52,22.34394,44.6883,22.34394,44.6883,58,2,1,4,1,-118,663963.5,510,709,366,72,278,03,07,9E,9A,AC,51,59
34406,,6298,360,09-08-2017 09:50:38,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:48:24,22.33814,44.69028,0.179,,,2,401663994.82,22.33814,44.69028,22.33814,44.69028,58,2,1,5,0,-120,663994.8,429,581,316,69,257,03,05,9D,99,EB,33,F6
34400,,6298,294,09-08-2017 09:50:54,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:48:18,22.33516,44.69779,0.222,,,A,401663733.71,22.33516,44.69779,22.33516,44.69779,8,2,1,3,0,-120,663733.7,533,777,365,96,298,03,07,A2,A6,A9,97,1F
34407,,6298,359,09-08-2017 09:51:33,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:48:47,22.34394,44.6883,0.128,,,1,401663963.52,22.34394,44.6883,22.34394,44.6883,58,2,1,4,1,-118,663963.5,510,709,366,72,278,00,01,9B,9B,B5,E2,EF
34406,,6298,360,09-08-2017 09:51:38,NN,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:48:24,22.33814,44.69028,0.179,,,2,401663994.82,22.33814,44.69028,22.33814,44.69028,58,2,1,5,0,-120,663994.8,429,581,316,69,257,00,01,A3,A2,D1,FC,E6
34418,,6298,54,09-08-2017 09:56:57,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:57:23,22.30127,44.70176,0.505,,,B,401663980.07,22.30127,44.70176,22.30127,44.70176,8,2,1,2,0,-125,663980.1,20387,129933,3198,116,7737,01,36,9D,AA,01,95,53
34407,,6298,180,09-08-2017 09:57:35,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 10:00:34,22.347,44.71907,0.343,,,B,401663965.80,22.347,44.71907,22.347,44.71907,6,3,1,2,0,-128,663965.8,1661,9391,293,93,1543,02,CC,1E,D0,FF,AB,AC
34406,,6298,0,09-08-2017 09:57:38,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:57:38,22.34008,44.69143,0.160,,,B,401663991.11,22.34008,44.69143,22.34008,44.69143,6,3,1,1,0,-123,663991.1,2510,3488,1806,90,1887,02,C9,1F,D4,8D,BC,09
34418,,6298,54,09-08-2017 09:57:51,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 09:57:23,22.30127,44.70176,0.505,,,B,401663980.07,22.30127,44.70176,22.30127,44.70176,8,2,1,2,0,-125,663980.1,20387,129933,3198,116,7737,02,C9,1F,D4,9D,29,8F
34407,,6298,180,09-08-2017 10:00:35,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 10:00:34,22.347,44.71907,0.343,,,B,401663965.80,22.347,44.71907,22.347,44.71907,6,3,1,2,0,-128,663965.8,1661,9391,293,93,1543,01,36,40,77,9D,A9,9F
34403,,6298,0,09-08-2017 10:01:50,NK,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 10:01:49,22.21258,44.7358,0.726,,,B,401663583.72,22.21258,44.7358,22.21258,44.7358,6,3,1,1,0,-131,663583.7,20773,37980,11361,106,6576,02,C8,23,E9,E5,63,8A
34407,,6298,0,09-08-2017 10:27:34,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 10:27:34,22.35992,44.67737,0.104,,,B,401663964.12,22.35992,44.67737,22.35992,44.67737,6,3,1,1,0,-124,663964.1,3877,6038,2489,95,3747,00,01,1D,1C,EB,2E,7A
34406,,6298,0,09-08-2017 10:27:40,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 10:27:39,22.34255,44.69084,0.141,,,B,401664001.97,22.34255,44.69084,22.34255,44.69084,8,3,1,1,0,-123,664002,4826,7645,3045,96,3630,00,01,7B,7A,98,53,D0
34403,,6298,0,09-08-2017 10:28:45,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 10:28:44,22.20881,44.73399,0.792,,,B,401663591.31,22.20881,44.73399,22.20881,44.73399,6,3,1,1,0,-128,663591.3,19901,33583,11793,105,7274,01,30,F6,C7,92,BB,00
34400,,6298,120,09-08-2017 10:29:02,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 10:29:01,22.38055,44.67577,0.107,,,B,401663727.65,22.38055,44.67577,22.38055,44.67577,8,3,1,2,0,-128,663727.7,6857,49142,956,101,2817,05,B6,51,66,45,CB,52
34400,,6298,120,09-08-2017 10:31:02,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 10:29:01,22.38055,44.67577,0.107,,,B,401663727.65,22.38055,44.67577,22.38055,44.67577,8,3,1,2,0,-128,663727.7,6857,49142,956,101,2817,13,F0,F9,12,9C,5B,B2
34407,,6298,117,09-08-2017 11:15:36,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 11:17:05,22.38978,44.62988,0.473,,,A,401663944.10,22.38978,44.62988,22.38978,44.62988,8,3,1,3,0,-129,663944.1,3149,29052,341,85,4179,00,01,A5,A4,CE,50,FA
34403,,6298,54,09-08-2017 11:15:53,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 11:16:20,22.2563,44.61846,0.155,,,B,401663565.18,22.2563,44.61846,22.2563,44.61846,8,3,1,2,0,-130,663565.2,19075,84542,4303,84,5433,00,01,F3,F2,94,F3,F5
34400,,6298,601,09-08-2017 11:16:04,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 11:16:04,22.31703,44.56087,0.486,,,A,401663692.36,22.31703,44.56087,22.31703,44.56087,8,3,1,3,0,-127,663692.4,2185,3001,1590,168,1132,00,01,2E,2E,96,DA,A7
34407,,6298,117,09-08-2017 11:16:39,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 11:17:05,22.38978,44.62988,0.473,,,A,401663944.10,22.38978,44.62988,22.38978,44.62988,8,3,1,3,0,-129,663944.1,3149,29052,341,85,4179,01,36,8C,99,AF,F3,4A
34403,,6298,54,09-08-2017 11:16:47,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 11:16:20,22.2563,44.61846,0.155,,,B,401663565.18,22.2563,44.61846,22.2563,44.61846,8,3,1,2,0,-130,663565.2,19075,84542,4303,84,5433,01,30,26,,,,
34407,,6298,117,09-08-2017 11:17:33,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 11:17:05,22.38978,44.62988,0.473,,,A,401663944.10,22.38978,44.62988,22.38978,44.62988,8,3,1,3,0,-129,663944.1,3149,29052,341,85,4179,03,CC,20,EE,2C,59,61
34406,,6298,0,09-08-2017 11:18:38,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 11:18:38,22.34866,44.69192,0.210,,,B,401664003.33,22.34866,44.69192,22.34866,44.69192,8,3,1,1,0,-126,664003.3,6321,9948,4016,86,5491,03,07,9F,9B,E2,58,5E
34418,,6298,0,09-08-2017 11:24:01,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 11:24:00,22.0849,44.75124,0.738,,,B,401663973.83,22.0849,44.75124,22.0849,44.75124,8,2,1,1,0,-128,663973.8,40286,111110,14607,103,12617,00,11,09,08,FB,06,A4
34400,,6298,601,09-08-2017 11:24:05,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 11:16:04,22.31703,44.56087,0.486,,,A,401663692.36,22.31703,44.56087,22.31703,44.56087,8,3,1,3,0,-127,663692.4,2185,3001,1590,168,1132,00,01,67,66,FF,88,7B
34400,,6298,601,09-08-2017 11:26:05,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 11:16:04,22.31703,44.56087,0.486,,,A,401663692.36,22.31703,44.56087,22.31703,44.56087,8,3,1,3,0,-127,663692.4,2185,3001,1590,168,1132,02,CC,20,AE,8C,C6,BE
34407,,6298,600,09-08-2017 12:01:37,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:03:38,22.41769,44.67214,0.116,,,1,401663944.46,22.41769,44.67214,22.41769,44.67214,58,3,1,5,1,-119,663944.5,944,1694,526,4,617,02,CD,24,EB,8F,81,25
34407,,6298,600,09-08-2017 12:03:39,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:03:38,22.41769,44.67214,0.116,,,1,401663944.46,22.41769,44.67214,22.41769,44.67214,58,3,1,5,1,-119,663944.5,944,1694,526,4,617,00,01,1E,1F,9D,3F,B9
34403,,6298,427,09-08-2017 12:04:49,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:04:49,22.45331,44.68723,0.468,,,A,401663554.30,22.45331,44.68723,22.45331,44.68723,8,3,1,3,0,-121,663554.3,2139,7927,577,142,701,01,31,56,66,FF,D6,19
34418,,6298,242,09-08-2017 12:08:01,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:10:02,22.22965,44.70409,0.560,,,B,401663982.05,22.22965,44.70409,22.22965,44.70409,8,3,1,2,1,-115,663982.1,8789,686573,112,95,9927,00,01,FB,FA,97,C1,FA
34400,,6298,176,09-08-2017 12:08:07,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:09:34,22.46908,44.68165,0.338,,,0,401663687.86,22.46908,44.68165,22.46908,44.68165,48,3,1,4,1,-114,663687.9,4959,67392,364,96,1858,00,01,08,09,DF,A9,D2
34400,,6298,176,09-08-2017 12:09:03,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:09:34,22.46908,44.68165,0.338,,,0,401663687.86,22.46908,44.68165,22.46908,44.68165,48,3,1,4,1,-114,663687.9,4959,67392,364,96,1858,14,76,B5,92,C9,B2,5A
34407,,6298,600,09-08-2017 12:09:41,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:03:38,22.41769,44.67214,0.116,,,1,401663944.46,22.41769,44.67214,22.41769,44.67214,58,3,1,5,1,-119,663944.5,944,1694,526,4,617,02,CD,23,EC,F9,3F,3C
34406,,6298,180,09-08-2017 12:09:45,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:10:42,22.42467,44.68004,0.515,,,0,401663978.30,22.42467,44.68004,22.42467,44.68004,48,3,1,4,0,-124,663978.3,15984,223076,1145,84,4563,02,CA,25,,,,
34403,,6298,427,09-08-2017 12:09:56,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:04:49,22.45331,44.68723,0.468,,,A,401663554.30,22.45331,44.68723,22.45331,44.68723,8,3,1,3,0,-121,663554.3,2139,7927,577,142,701,02,C9,24,EF,88,F9,C9
34400,,6298,176,09-08-2017 12:10:07,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:09:34,22.46908,44.68165,0.338,,,0,401663687.86,22.46908,44.68165,22.46908,44.68165,48,3,1,4,1,-114,663687.9,4959,67392,364,96,1858,02,CC,24,EA,F6,DD,AE
34406,,6298,180,09-08-2017 12:10:39,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:10:42,22.42467,44.68004,0.515,,,0,401663978.30,22.42467,44.68004,22.42467,44.68004,48,3,1,4,0,-124,663978.3,15984,223076,1145,84,4563,03,07,A0,A4,84,CD,0E
34407,,6298,600,09-08-2017 12:10:41,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:03:38,22.41769,44.67214,0.116,,,1,401663944.46,22.41769,44.67214,22.41769,44.67214,58,3,1,5,1,-119,663944.5,944,1694,526,4,617,03,07,A0,A4,93,6B,64
34400,,6298,176,09-08-2017 12:11:03,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:09:34,22.46908,44.68165,0.338,,,0,401663687.86,22.46908,44.68165,22.46908,44.68165,48,3,1,4,1,-114,663687.9,4959,67392,364,96,1858,03,07,A4,A0,CC,CC,B3
34407,,6298,600,09-08-2017 12:11:37,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:03:38,22.41769,44.67214,0.116,,,1,401663944.46,22.41769,44.67214,22.41769,44.67214,58,3,1,5,1,-119,663944.5,944,1694,526,4,617,00,01,3B,3A,F1,87,6C
34406,,6298,180,09-08-2017 12:11:45,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:10:42,22.42467,44.68004,0.515,,,0,401663978.30,22.42467,44.68004,22.42467,44.68004,48,3,1,4,0,-124,663978.3,15984,223076,1145,84,4563,00,01,F8,F9,FF,81,59
34403,,6298,427,09-08-2017 12:11:56,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:04:49,22.45331,44.68723,0.468,,,A,401663554.30,22.45331,44.68723,22.45331,44.68723,8,3,1,3,0,-121,663554.3,2139,7927,577,142,701,00,01,D1,D0,9A,4A,1F
34418,,6298,242,09-08-2017 12:12:03,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:10:02,22.22965,44.70409,0.560,,,B,401663982.05,22.22965,44.70409,22.22965,44.70409,8,3,1,2,1,-115,663982.1,8789,686573,112,95,9927,00,01,0B,0A,CF,A2,C3
34406,,6298,180,09-08-2017 12:12:45,MA,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:10:42,22.42467,44.68004,0.515,,,0,401663978.30,22.42467,44.68004,22.42467,44.68004,48,3,1,4,0,-124,663978.3,15984,223076,1145,84,4563,01,36,E9,DE,B2,D8,48
34400,,6298,0,09-08-2017 12:59:05,MB,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 12:59:05,22.4755,44.65779,0.497,,,B,401663744.42,22.4755,44.65779,22.4755,44.65779,5,3,1,1,0,-130,663744.4,8977,15046,5355,103,4353,03,07,A5,81,B4,CD,0F
34418,,6298,122,09-08-2017 14:37:46,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:38:48,22.36447,44.67437,0.107,,,A,401663933.59,22.36447,44.67437,22.36447,44.67437,8,3,1,3,0,-129,663933.6,6692,80964,553,73,6935,02,CA,2C,,,,
34406,,6298,178,09-08-2017 14:37:50,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:39:18,22.29487,44.67704,0.229,,,0,401663978.97,22.29487,44.67704,22.29487,44.67704,58,3,1,4,0,-127,663979,6264,65227,601,66,3702,02,CA,EC,E4,F2,AC,F5
34407,,6298,240,09-08-2017 14:38:40,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:40:54,22.37697,44.73509,0.279,,,0,401663913.97,22.37697,44.73509,22.37697,44.73509,48,3,1,4,0,-123,663914,3706,15566,882,46,1294,03,07,A2,A6,99,1A,60
34406,,6298,178,09-08-2017 14:38:46,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:39:18,22.29487,44.67704,0.229,,,0,401663978.97,22.29487,44.67704,22.29487,44.67704,58,3,1,4,0,-127,663979,6264,65227,601,66,3702,03,07,A2,A6,C2,86,F6
34418,,6298,122,09-08-2017 14:38:50,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:38:48,22.36447,44.67437,0.107,,,A,401663933.59,22.36447,44.67437,22.36447,44.67437,8,3,1,3,0,-129,663933.6,6692,80964,553,73,6935,03,07,A3,A6,E3,8C,3C
34403,,6298,58,09-08-2017 14:38:59,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:39:27,22.58172,44.74277,0.470,,,B,401663511.20,22.58172,44.74277,22.58172,44.74277,8,3,1,2,0,-128,663511.2,9633,47900,1937,69,5280,03,07,2A,2E,D2,C4,FB
34418,,6298,122,09-08-2017 14:39:48,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:38:48,22.36447,44.67437,0.107,,,A,401663933.59,22.36447,44.67437,22.36447,44.67437,8,3,1,3,0,-129,663933.6,6692,80964,553,73,6935,10,01,93,92,A3,00,1C
34406,,6298,178,09-08-2017 14:39:50,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:39:18,22.29487,44.67704,0.229,,,0,401663978.97,22.29487,44.67704,22.29487,44.67704,58,3,1,4,0,-127,663979,6264,65227,601,66,3702,00,01,E3,,,,
34403,,6298,58,09-08-2017 14:39:57,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:39:27,22.58172,44.74277,0.470,,,B,401663511.20,22.58172,44.74277,22.58172,44.74277,8,3,1,2,0,-128,663511.2,9633,47900,1937,69,5280,00,01,A2,A3,BE,4A,E0
34407,,6298,240,09-08-2017 14:40:38,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:40:54,22.37697,44.73509,0.279,,,0,401663913.97,22.37697,44.73509,22.37697,44.73509,48,3,1,4,0,-123,663914,3706,15566,882,46,1294,01,37,2A,1C,E0,73,B0
34406,,6298,178,09-08-2017 14:40:48,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:39:18,22.29487,44.67704,0.229,,,0,401663978.97,22.29487,44.67704,22.29487,44.67704,58,3,1,4,0,-127,663979,6264,65227,601,66,3702,01,37,4F,79,83,76,D4
34407,,6298,240,09-08-2017 14:41:40,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:40:54,22.37697,44.73509,0.279,,,0,401663913.97,22.37697,44.73509,22.37697,44.73509,48,3,1,4,0,-123,663914,3706,15566,882,46,1294,02,CD,2A,E5,E8,09,5C
34407,,6298,240,09-08-2017 14:42:40,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:40:54,22.37697,44.73509,0.279,,,0,401663913.97,22.37697,44.73509,22.37697,44.73509,48,3,1,4,0,-123,663914,3706,15566,882,46,1294,03,07,A2,A6,F1,AB,58
34400,,6298,0,09-08-2017 14:46:40,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 14:46:40,22.5633,44.63449,0.108,,,B,401663719.38,22.5633,44.63449,22.5633,44.63449,8,3,1,1,0,-132,663719.4,14544,28408,7446,91,8637,03,07,A7,AA,DB,A4,80
34407,,6298,662,09-08-2017 16:16:43,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:20:40,22.44986,44.7309,0.258,,,1,401663920.41,22.44986,44.7309,22.44986,44.7309,58,3,1,5,1,-119,663920.4,986,11378,85,75,1259,01,37,8A,BC,EF,ED,B9
34400,,6298,721,09-08-2017 16:16:46,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:18,22.39887,44.70772,0.222,,,1,401663663.55,22.39887,44.70772,22.39887,44.70772,58,3,1,11,0,-120,663663.6,1102,14060,86,79,524,01,37,7F,49,2E,32,62
34406,,6298,663,09-08-2017 16:16:52,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:24,22.35867,44.70375,0.165,,,1,401663966.53,22.35867,44.70375,22.35867,44.70375,58,3,1,9,0,-121,663966.5,989,16112,60,80,689,01,37,AF,99,7A,74,39
34403,,6298,659,09-08-2017 16:17:03,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:22:22,22.40642,44.70048,0.209,,,0,401663505.95,22.40642,44.70048,22.40642,44.70048,48,3,1,7,0,-124,663506,3010,34196,264,81,738,01,32,24,17,F1,D9,AF
34407,,6298,662,09-08-2017 16:17:45,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:20:40,22.44986,44.7309,0.258,,,1,401663920.41,22.44986,44.7309,22.44986,44.7309,58,3,1,5,1,-119,663920.4,986,11378,85,75,1259,02,CD,2C,E3,88,ED,22
34418,,6298,604,09-08-2017 16:17:49,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:22:25,22.35945,44.69725,0.170,,,1,401663922.39,22.35945,44.69725,22.35945,44.69725,58,3,1,6,0,-122,663922.4,1333,17516,101,77,701,02,CA,2C,E4,C7,0C,51
34400,,6298,721,09-08-2017 16:17:50,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:18,22.39887,44.70772,0.222,,,1,401663663.55,22.39887,44.70772,22.39887,44.70772,58,3,1,11,0,-120,663663.6,1102,14060,86,79,524,02,CC,2C,E2,B4,0C,EE
34406,,6298,663,09-08-2017 16:17:54,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:24,22.35867,44.70375,0.165,,,1,401663966.53,22.35867,44.70375,22.35867,44.70375,58,3,1,9,0,-121,663966.5,989,16112,60,80,689,02,CA,2B,E3,80,C9,B8
34400,,6298,721,09-08-2017 16:18:47,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:18,22.39887,44.70772,0.222,,,1,401663663.55,22.39887,44.70772,22.39887,44.70772,58,3,1,11,0,-120,663663.6,1102,14060,86,79,524,03,08,02,0B,81,59,A3
34406,,6298,663,09-08-2017 16:18:48,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:24,22.35867,44.70375,0.165,,,1,401663966.53,22.35867,44.70375,22.35867,44.70375,58,3,1,9,0,-121,663966.5,989,16112,60,80,689,03,07,A4,A0,C1,9F,C7
34403,,6298,659,09-08-2017 16:18:59,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:22:22,22.40642,44.70048,0.209,,,0,401663505.95,22.40642,44.70048,22.40642,44.70048,48,3,1,7,0,-124,663506,3010,34196,264,81,738,03,07,2B,2F,72,73,BC
34407,,6298,662,09-08-2017 16:19:41,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:20:40,22.44986,44.7309,0.258,,,1,401663920.41,22.44986,44.7309,22.44986,44.7309,58,3,1,5,1,-119,663920.4,986,11378,85,75,1259,00,01,2A,2B,82,3F,22
34400,,6298,721,09-08-2017 16:19:51,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:18,22.39887,44.70772,0.222,,,1,401663663.55,22.39887,44.70772,22.39887,44.70772,58,3,1,11,0,-120,663663.6,1102,14060,86,79,524,00,01,A6,A7,9E,50,E9
34406,,6298,663,09-08-2017 16:19:54,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:24,22.35867,44.70375,0.165,,,1,401663966.53,22.35867,44.70375,22.35867,44.70375,58,3,1,9,0,-121,663966.5,989,16112,60,80,689,00,01,E3,E2,A0,03,32
34400,,6298,721,09-08-2017 16:20:49,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:18,22.39887,44.70772,0.222,,,1,401663663.55,22.39887,44.70772,22.39887,44.70772,58,3,1,11,0,-120,663663.6,1102,14060,86,79,524,01,35,83,B5,C8,66,DE
34406,,6298,663,09-08-2017 16:20:54,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:24,22.35867,44.70375,0.165,,,1,401663966.53,22.35867,44.70375,22.35867,44.70375,58,3,1,9,0,-121,663966.5,989,16112,60,80,689,01,37,B3,85,EB,38,F4
34403,,6298,659,09-08-2017 16:21:00,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:22:22,22.40642,44.70048,0.209,,,0,401663505.95,22.40642,44.70048,22.40642,44.70048,48,3,1,7,0,-124,663506,3010,34196,264,81,738,01,32,28,9B,7F,7F,68
34407,,6298,662,09-08-2017 16:21:41,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:20:40,22.44986,44.7309,0.258,,,1,401663920.41,22.44986,44.7309,22.44986,44.7309,58,3,1,5,1,-119,663920.4,986,11378,85,75,1259,02,CD,2B,E0,D9,C6,8D
34400,,6298,721,09-08-2017 16:21:51,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:18,22.39887,44.70772,0.222,,,1,401663663.55,22.39887,44.70772,22.39887,44.70772,58,3,1,11,0,-120,663663.6,1102,14060,86,79,524,02,CC,2C,E2,ED,D8,33
34406,,6298,663,09-08-2017 16:21:53,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:24,22.35867,44.70375,0.165,,,1,401663966.53,22.35867,44.70375,22.35867,44.70375,58,3,1,9,0,-121,663966.5,989,16112,60,80,689,02,CA,2A,E2,D6,97,02
34418,,6298,604,09-08-2017 16:21:55,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:22:25,22.35945,44.69725,0.170,,,1,401663922.39,22.35945,44.69725,22.35945,44.69725,58,3,1,6,0,-122,663922.4,1333,17516,101,77,701,02,CA,2C,E4,E1,F1,33
34403,,6298,659,09-08-2017 16:22:04,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:22:22,22.40642,44.70048,0.209,,,0,401663505.95,22.40642,44.70048,22.40642,44.70048,48,3,1,7,0,-124,663506,3010,34196,264,81,738,0A,C9,2A,E1,9F,25,37
34400,,6298,721,09-08-2017 16:22:45,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:18,22.39887,44.70772,0.222,,,1,401663663.55,22.39887,44.70772,22.39887,44.70772,58,3,1,11,0,-120,663663.6,1102,14060,86,79,524,03,08,00,0B,B6,92,49
34406,,6298,663,09-08-2017 16:22:55,NP,N,FORMAT TEMPL. 31X8-A2-HEXA #1,09-08-2017 16:21:24,22.35867,44.70375,0.165,,,1,401663966.53,22.35867,44.70375,22.35867,44.70375,58,3,1,9,0,-121,663966.5,989,16112,60,80,689,03,07,A4,A0,DB,6C,7E
